trial,reward,regret
1,1.332175071414473,2
2,0.4644863648197881,3
3,2.9815414017556163,2
4,2.2896571709462554,2
5,2.752978856116689,2
6,2.6393144899691805,2
7,-0.08276936020658354,3
8,2.8170852774931285,2
9,1.6053204078246823,2
10,0.7534972308541608,2
11,-0.3128169348039558,2
12,2.8479786914198213,2
13,-0.1857422242405007,2
14,2.196195306019666,2
15,0.9158565286069513,2
16,2.7727581119457985,2
17,1.3433858632175537,2
18,0.9202372479813437,2
19,1.4001802212164167,2
20,1.8512162267067982,2
21,0.0539585697514009,2
22,2.654377093913769,2
23,1.783746188321095,2
24,2.7310910616754844,2
25,4.139997492248339,2
26,2.01559243194251,2
27,2.723121894603787,2
28,1.8304178053653615,2
29,5.317543177609268,1
30,2.973060244119411,1
31,3.870921014608881,1
32,1.1249894862187126,1
33,3.407105868060472,1
34,2.132912700125722,1
35,3.8723188105466058,1
36,3.7993007774710374,1
37,3.7582556997626373,1
38,3.4799352242813644,1
39,2.0825450133313557,1
40,3.235748545496632,2
41,2.4321253986701294,1
42,3.3108421911640824,1
43,3.1082581637272977,1
44,3.5321814336166044,1
45,4.121994804219682,1
46,1.5179477793727019,1
47,2.6870682677839217,1
48,4.010182270508333,1
49,4.2325716730657295,1
50,3.374189362336383,1
51,3.07249093230829,1
52,2.7016823412391386,1
53,2.695876391930187,1
54,2.444519543651747,1
55,3.404435036151134,1
56,3.075816202674801,1
57,3.3141841129626233,1
58,3.969213591126846,1
59,0.6276378741937054,1
60,4.051501735777938,1
61,3.548926918201545,1
62,2.4961772697202917,1
63,3.1489511190501727,1
64,3.421657325362095,1
65,2.4554333564560817,1
66,3.3990770313626246,1
67,2.24274995740088,1
68,2.7739798886807883,1
69,3.8360388306151374,1
70,3.509296986343892,1
71,2.3254599368069817,1
72,3.2896735628211333,1
73,4.64199149527542,1
74,2.866033195851109,1
75,3.612663879828454,1
76,2.5744509305399728,1
77,3.796953145674915,1
78,1.3921484149948575,1
79,2.5071887785472184,1
80,2.9734534618417627,1
81,2.1266016765116955,1
82,3.373893566710457,1
83,2.3007985552378494,1
84,1.3948018747149264,1
85,3.578623524094726,1
86,3.9610131059389113,1
87,2.3840392220370203,1
88,2.4932310151883468,1
89,2.8866264526411767,1
90,4.183915080048791,1
91,4.504217977966342,1
92,2.8169831599031836,1
93,1.9139485532599687,1
94,4.047978879808098,1
95,3.743142865321636,1
96,2.9532177956895582,1
97,3.574527049353306,1
98,4.437388749738948,1
99,3.933942170640293,1
100,0.7076077869864799,1
101,2.9376897796144084,1
102,2.673500142280771,1
103,3.7038644340789757,1
104,4.217088162178382,1
105,2.6404287052054047,1
106,3.5316614329309473,1
107,2.2069334778406278,1
108,5.393970620156637,1
109,3.0447407521012737,1
110,2.3348555274885197,1
111,2.6649618446582326,1
112,2.906691461113414,1
113,3.1646335492837454,1
114,1.944802133404882,1
115,3.830330893659607,1
116,2.4428376204859226,1
117,3.6273420397291267,1
118,1.3824935573286263,1
119,3.107791079548136,1
120,3.3161365917169543,1
121,3.725106304102931,1
122,2.7658208472508123,1
123,3.5984138035178956,1
124,3.9108538177263763,1
125,3.2676993734023214,1
126,2.3371610944031214,1
127,3.190215815882693,0
128,4.241202528970415,0
129,5.122053726446339,0
130,3.262029452978918,0
131,4.6643916033929615,0
132,4.916049952938048,0
133,3.528923057802534,0
134,3.3584957209549295,0
135,5.062423900028332,0
136,4.931234823602287,0
137,5.095103066474487,0
138,2.7745693819327015,0
139,4.718574495622195,0
140,4.955245677484255,0
141,4.6050622639189704,0
142,5.849372561598601,0
143,2.4896561710064673,0
144,3.062716682937451,0
145,3.7523663425822344,0
146,3.3739816849270485,0
147,3.9948119217579454,0
148,5.697323246847244,0
149,4.50096497908979,0
150,3.6845164735883973,0
151,2.739609026262233,0
152,4.339032591228156,0
153,4.1058419861159745,0
154,1.7588260019583122,0
155,5.051229215008871,0
156,4.170540407799745,0
157,5.703792222713565,0
158,5.124567970419937,0
159,5.413055239253351,0
160,4.538413565618114,0
161,2.204327791830214,0
162,3.73299255804398,0
163,4.485202945653284,0
164,4.547078992583248,0
165,2.700229797589934,0
166,5.023998578486269,0
167,3.464514521640458,0
168,4.768626633191323,0
169,5.690996926167591,0
170,4.392258903015425,0
171,3.131049227942678,0
172,3.7478944659757127,0
173,4.070051905284489,0
174,5.327008095062418,0
175,3.6267619040986654,0
176,2.628227882164031,0
177,3.5723831306184004,0
178,2.1504310952277774,0
179,4.829987714718571,0
180,4.118178836117571,0
181,1.4843269305735685,2
182,3.6770963784781907,0
183,3.6332936956422985,0
184,4.15172086054517,0
185,2.5815471751393506,0
186,6.819619991419026,0
187,4.686296347260545,0
188,3.7831446892159803,0
189,4.233597588328848,0
190,5.670428023843986,0
191,3.8685725654248655,0
192,4.107819815511226,0
193,2.294699291095012,0
194,5.048636718076643,0
195,6.245442018555144,0
196,3.353720306582019,0
197,3.8013564024358972,0
198,1.9276460957191413,0
199,3.4679002158552046,0
200,4.407170443785596,0
201,3.97264268982125,0
202,2.4591548867157047,0
203,4.124605404274174,0
204,3.597188762198882,0
205,4.32160614882099,0
206,1.703918917905205,0
207,5.205529635364714,0
208,1.536976537995832,0
209,4.546588859608461,0
210,3.4433014595912095,0
211,1.9331468311955744,0
212,3.996234047783076,0
213,4.155432837682161,0
214,3.0259883062351176,0
215,2.98181933164099,0
216,2.860891589668262,0
217,4.565516924888926,0
218,4.393555420790684,0
219,4.737061760660358,0
220,3.747060807577893,0
221,3.9105912516031083,0
222,4.542186188052709,0
223,3.998491989776055,0
224,4.054257047057604,0
225,4.8295099524070455,0
226,5.268303588451191,0
227,3.216528236503417,0
228,4.231799546878388,0
229,3.6838897893688056,0
230,4.365682672450005,0
231,2.2020267850414386,0
232,4.064834281743132,0
233,4.871145875336731,0
234,3.2189730167198176,0
235,3.9781845959057076,0
236,4.158406725454097,0
237,3.758811464257011,0
238,4.10905635340957,0
239,4.813325117590232,0
240,3.9712370402165815,0
241,3.4275966745242537,0
242,5.393502613926211,0
243,3.3031811002514817,0
244,4.01011676336307,0
245,4.958937809287723,0
246,2.9734971360615265,0
247,5.343512194328786,0
248,3.2603825573395406,0
249,4.4242068961200465,0
250,3.5437119584827377,0
251,4.0913511604055985,0
252,4.058336618393911,0
253,4.141079413024584,0
254,3.165301777993801,0
255,2.9290059231574097,0
256,4.110871623938355,0
257,5.166554985816594,0
258,4.762048289978212,0
259,5.699133207512218,0
260,4.964223750102753,0
261,4.815391157336462,0
262,4.374605334780518,0
263,4.8213312792353715,0
264,3.2043032201478487,0
265,3.7557456952410804,0
266,4.742875509575365,0
267,3.396796508736294,0
268,3.8817578170566724,0
269,4.830275365280963,0
270,3.459493524443522,0
271,4.725252456249072,0
272,4.030848694317817,0
273,3.367569954528501,0
274,3.2736905113281525,0
275,4.317961305852488,0
276,2.9801762027402106,0
277,3.641385403074915,0
278,4.242589282545964,0
279,3.759869025776913,0
280,2.5705603811590336,0
281,3.371597328379205,0
282,2.8673250340292977,0
283,4.566510714993727,0
284,3.3024593411832304,0
285,4.395981812213712,0
286,3.2160956511051424,0
287,5.648722034866211,0
288,4.456788034775206,0
289,5.25828950156559,0
290,5.829789792150215,0
291,4.488933492614966,0
292,5.14248947103361,0
293,2.820463853044922,0
294,3.6419749565125974,0
295,3.036595274000751,0
296,3.3613198608460033,0
297,3.5608228978186784,0
298,4.8173776174179075,0
299,5.691847235257638,0
300,3.136665485003258,0
301,2.6205381785235096,0
302,4.129668060748806,0
303,3.778708833097425,0
304,4.125184855755059,0
305,6.104910460289272,0
306,3.613480709856134,0
307,4.949315578564618,0
308,4.902809601672142,0
309,4.55491733142599,0
310,3.7545616454300204,0
311,5.054359340284383,0
312,4.991015593052994,0
313,2.453656973861622,0
314,3.92716365666483,0
315,3.4973887585446257,0
316,3.513498038731797,0
317,4.732687679865213,0
318,3.9685047881419067,0
319,3.213383061193707,0
320,4.163592274055637,0
321,3.2775790258895072,0
322,3.0116367258610586,0
323,4.34787664843135,0
324,3.3969550382373086,0
325,4.389616497914117,0
326,3.0252832401078793,0
327,4.091937234162798,0
328,3.916429971712988,0
329,1.9999453083674368,0
330,4.577885394408287,0
331,4.886921994747151,0
332,4.317108741465077,0
333,4.340608709346817,0
334,2.8864652999386093,0
335,5.086670407941316,0
336,4.466071647581867,0
337,2.96335592725546,0
338,3.978947879802139,0
339,3.3337383515212906,0
340,3.144563500281457,0
341,3.55155627458484,0
342,3.928533913106506,0
343,5.074274299610477,0
344,4.233713825996965,0
345,3.958097357125043,0
346,4.309752223136051,0
347,4.605382290327783,0
348,4.6085661462625565,0
349,3.928098082486265,0
350,4.593980346189115,0
351,4.991414443252642,0
352,3.789796763206455,0
353,4.385913810807736,0
354,5.092945623559942,0
355,5.072220979225844,0
356,2.258571751203931,0
357,4.2678674645584165,0
358,4.774333141161679,0
359,4.650586188970918,0
360,4.040341653513873,0
361,2.3529614295567822,0
362,4.413695548336102,0
363,5.353037065979416,0
364,4.60563344524294,0
365,5.353973946561602,0
366,4.455674242928651,0
367,2.4295909190978566,0
368,4.466776030882251,0
369,2.8425803938318452,0
370,2.682410784963242,0
371,4.638491325896185,0
372,4.480277450110185,0
373,3.7899541102482006,0
374,2.6278310840268375,0
375,4.361667931600137,0
376,4.147078067976084,0
377,3.3957230053377567,0
378,4.407991352333718,0
379,3.3120900103748987,0
380,4.291648873232945,0
381,3.836786241132981,0
382,2.678340055469362,0
383,3.726609011447237,0
384,2.521629534776089,0
385,4.562853034071439,0
386,5.917641511631236,0
387,3.917438648494085,0
388,5.055333389374142,0
389,4.357479104353354,0
390,3.998151576161535,0
391,3.2852977354272754,0
392,1.2039623104820278,0
393,4.760912650480538,0
394,3.991354434766865,0
395,5.109967208016398,0
396,4.171071386324455,0
397,1.094033901256235,0
398,4.716861340653375,0
399,3.5668381210257647,0
400,3.316422695432448,0
401,4.787647354830007,0
402,3.988273124758652,0
403,5.914096072170766,0
404,3.8714076896566505,0
405,4.59030398826977,0
406,4.680993606706913,0
407,3.819298108100073,0
408,4.056555080230553,0
409,2.1513590057513374,0
410,3.589225621253197,0
411,3.514966800222171,0
412,3.730192936167332,0
413,1.8636209719050258,0
414,4.549103364726983,0
415,3.707787666455459,0
416,2.884910634230834,0
417,5.541751627754326,0
418,3.6029215042845792,0
419,2.705672593338285,0
420,2.8367228476295736,0
421,3.4847352942816037,0
422,4.0525187434811745,0
423,3.7278327652335825,0
424,2.868574102009502,0
425,4.112720367197743,0
426,4.853618180041508,0
427,4.526876296028954,0
428,5.781645413957739,0
429,5.0381848754997325,0
430,2.6958566839873943,0
431,4.112686658472187,0
432,4.755825378561216,0
433,5.214760589895216,0
434,3.306527414753443,0
435,3.6032435363124806,0
436,4.887521071936765,0
437,4.108433845195095,0
438,4.772988618742568,0
439,5.245029348449764,0
440,5.645788973064959,0
441,4.357620558347852,0
442,6.63493641453778,0
443,5.7061963635803945,0
444,2.952473626613928,0
445,3.745820986992701,0
446,3.8870387920707326,0
447,0.9178368789801447,3
448,2.973691687057819,0
449,3.9448977995417622,0
450,4.237098357381118,0
451,5.083153496329329,0
452,3.759487535194213,0
453,3.9578234957539893,0
454,4.294623781108109,0
455,3.093341044687877,0
456,3.4057478839885693,0
457,4.286954817895976,0
458,6.433808476201155,0
459,3.4370482085547076,0
460,3.271580113981482,0
461,3.4551893245052008,0
462,4.580481600901347,0
463,4.930015418416927,0
464,4.280766062689659,0
465,3.284878886394691,0
466,2.7603329558781673,0
467,4.370749789856173,0
468,4.610795369860211,0
469,4.382536144870885,0
470,4.945910983071883,0
471,4.838957767772193,0
472,5.191649699376554,0
473,4.142407284740643,0
474,4.955845162450323,0
475,3.312988609468312,0
476,3.7575570740904385,0
477,3.1509969832324396,0
478,4.026850635364433,0
479,2.822980037506353,0
480,3.3752728766110476,0
481,3.1155307329255444,0
482,4.994256747600624,0
483,5.507803802842299,0
484,3.8318876028309847,0
485,3.886254507947343,0
486,3.0581097862009328,0
487,4.207650366492974,0
488,3.255661135249739,0
489,3.431786387111565,0
490,4.8314185237037135,0
491,4.284445484963222,0
492,2.6288563863955963,0
493,2.8212217661645718,0
494,5.3621077753976945,0
495,3.1598552084873632,0
496,2.9901288920415965,0
497,3.957816168170085,0
498,5.275137958077744,0
499,5.279759914770095,0
500,4.091065290378809,0
501,3.012832734711846,0
502,4.747225971323571,0
503,2.709650698060232,0
504,5.892718565783952,0
505,3.4224333922628105,0
506,4.973704972062574,0
507,5.4624812456711025,0
508,3.8391569998256982,0
509,3.6585867856195273,0
510,4.6894825129122975,0
511,3.0014991208140978,0
512,3.874260712985788,0
513,2.926252858727067,0
514,4.050300261597807,0
515,4.393875182348035,0
516,5.492056645209552,0
517,3.518972659475753,0
518,3.5008333138014573,0
519,4.527027184916122,0
520,4.80744753837831,0
521,4.713863453383389,0
522,3.5745747603101576,0
523,1.5130689625265776,0
524,3.1154477700189243,0
525,5.608736743367785,0
526,3.8305559262453155,0
527,5.293238604782578,0
528,2.577926645301238,0
529,2.302872992118062,0
530,3.7762418038384666,0
531,3.3939329900059345,0
532,4.32550329262949,0
533,3.267740774192873,0
534,4.044719810538825,0
535,3.481602682618095,0
536,4.377072965214617,0
537,2.0995023022348205,0
538,4.982347483047816,0
539,4.642077779550016,0
540,5.022128992007616,0
541,4.588713728530705,0
542,3.003108030666408,0
543,3.346430483801025,0
544,4.032176145855848,0
545,5.035441224154201,0
546,3.6050934323873487,0
547,2.507136166136812,0
548,4.914358162597369,0
549,4.639976331914337,0
550,2.3720130469244625,0
551,3.5610042297842055,0
552,5.352282862902581,0
553,6.334136222400515,0
554,5.522966132428763,0
555,3.567747861472986,0
556,4.01851525769046,0
557,5.068223414246857,0
558,5.462283966224001,0
559,3.333167543834925,0
560,1.1413923912648727,0
561,5.442028521436861,0
562,3.272429548963563,0
563,4.621614872061373,0
564,3.038079716335896,0
565,5.2414992570843015,0
566,1.587482369946641,0
567,4.463737436335072,0
568,5.184894166107103,0
569,3.4054164949102095,0
570,3.517912205858525,0
571,3.110388709979505,0
572,4.465212700365046,0
573,4.52867606556045,0
574,4.697780487940772,0
575,2.194744429127582,0
576,3.1588537927644404,0
577,5.817990414223918,0
578,4.0636903917641405,0
